score,story,gemeente,woningtype,inkomen,opleiding,gender
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Particuliere huurwoning,Onder modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,De Wolden,Particuliere huurwoning,Rondom modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Coevorden,Huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Coevorden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,Assen,Koopwoning,Onder modaal,Middelbare school,Man
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Boven modaal,Middelbare school,Geen antwoord
4,Ik zie de voor- en nadelen.,Assen,Particuliere huurwoning,Rondom modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,Assen,Huurwoning,Onder modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Rondom modaal,Middelbare school,Anders
5,Duurzame energie is belangrijk.,Borger-Odoorn,Koopwoning,Onder modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Rondom modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,De Wolden,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
1,Waarom moeten wij dit dragen?,Assen,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Emmen,Huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Westerveld,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
2,Niet ten koste van landbouwgrond.,Westerveld,Sociale huurwoning,Rondom modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Boven modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Sociale huurwoning,Onder modaal,Middelbare school,Vrouw
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Basisschool,Vrouw
2,Niet ten koste van landbouwgrond.,Assen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Rondom modaal,Basisschool,Anders
2,Niet ten koste van landbouwgrond.,Tynaarlo,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,De Wolden,Particuliere huurwoning,Onder modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Rondom modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Coevorden,Sociale huurwoning,Onder modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Westerveld,Particuliere huurwoning,Boven modaal,Middelbare school,Anders
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Tynaarlo,Huurwoning,Rondom modaal,Basisschool,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Rondom modaal,Basisschool,Vrouw
7,We moeten snel verduurzamen.,Hoogeveen,Koopwoning,Rondom modaal,Middelbare school,Vrouw
7,Elke bijdrage helpt het klimaat.,Westerveld,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Rondom modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,We moeten snel verduurzamen.,Assen,Koopwoning,Onder modaal,Basisschool,Geen antwoord
1,Windmolens verstoren het landschap.,Borger-Odoorn,Huurwoning,Onder modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
1,Waarom moeten wij dit dragen?,De Wolden,Koopwoning,Boven modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Onder modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
1,Windmolens verstoren het landschap.,Tynaarlo,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,De Wolden,Koopwoning,Onder modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,De Wolden,Huurwoning,Rondom modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,De Wolden,Huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,De Wolden,Koopwoning,Onder modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Onder modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
4,"Zolang het goed geregeld is, vind ik het prima.",Aa en Hunze,Sociale huurwoning,Rondom modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Coevorden,Huurwoning,Boven modaal,Middelbare school,Man
7,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Boven modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,De Wolden,Koopwoning,Boven modaal,Basisschool,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Coevorden,Particuliere huurwoning,Onder modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Coevorden,Huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,De Wolden,Huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Emmen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
4,Ik ben neutraal over dit onderwerp.,Coevorden,Sociale huurwoning,Boven modaal,Middelbare school,Anders
4,Ik zie de voor- en nadelen.,Westerveld,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Tynaarlo,Koopwoning,Onder modaal,Beroepsonderwijs,Man
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Assen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Westerveld,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Duurzame energie is belangrijk.,Emmen,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Het is goed voor de toekomst.,Hoogeveen,Koopwoning,Rondom modaal,Beroepsonderwijs,Man
2,Niet ten koste van landbouwgrond.,Emmen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Basisschool,Anders
7,Elke bijdrage helpt het klimaat.,Assen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,De Wolden,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Assen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Westerveld,Sociale huurwoning,Rondom modaal,Middelbare school,Geen antwoord
4,Ik ben neutraal over dit onderwerp.,Westerveld,Sociale huurwoning,Onder modaal,Middelbare school,Man
7,Elke bijdrage helpt het klimaat.,De Wolden,Koopwoning,Boven modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,Het is goed voor de toekomst.,Borger-Odoorn,Huurwoning,Boven modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Coevorden,Huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Duurzame energie is belangrijk.,De Wolden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Koopwoning,Boven modaal,Basisschool,Man
5,Duurzame energie is belangrijk.,Borger-Odoorn,Huurwoning,Rondom modaal,Beroepsonderwijs,Man
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Duurzame energie is belangrijk.,Assen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Emmen,Particuliere huurwoning,Onder modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Boven modaal,Middelbare school,Man
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Basisschool,Man
7,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Onder modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Boven modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,De Wolden,Koopwoning,Boven modaal,Middelbare school,Vrouw
2,"Zonnepanelen ja, maar op daken.",Aa en Hunze,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
4,"Zolang het goed geregeld is, vind ik het prima.",Westerveld,Particuliere huurwoning,Rondom modaal,Basisschool,Vrouw
4,"Zolang het goed geregeld is, vind ik het prima.",Tynaarlo,Particuliere huurwoning,Onder modaal,Basisschool,Man
7,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Onder modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Assen,Koopwoning,Onder modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Onder modaal,Beroepsonderwijs,Man
2,Niet ten koste van landbouwgrond.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Koopwoning,Rondom modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
4,Ik zie de voor- en nadelen.,Assen,Koopwoning,Onder modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Emmen,Sociale huurwoning,Rondom modaal,Basisschool,Geen antwoord
7,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Onder modaal,Basisschool,Vrouw
7,We moeten snel verduurzamen.,Tynaarlo,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Koopwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Het is goed voor de toekomst.,Tynaarlo,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Anders
4,Ik zie de voor- en nadelen.,Assen,Sociale huurwoning,Boven modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,De Wolden,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Assen,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Man
7,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Man
1,Windmolens verstoren het landschap.,Aa en Hunze,Koopwoning,Rondom modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Tynaarlo,Sociale huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Boven modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,Tynaarlo,Huurwoning,Onder modaal,Middelbare school,Anders
5,Duurzame energie is belangrijk.,Tynaarlo,Sociale huurwoning,Boven modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,Emmen,Sociale huurwoning,Boven modaal,Middelbare school,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Onder modaal,Middelbare school,Anders
1,Ik ben tegen zonneparken in onze buurt.,Westerveld,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Het is goed voor de toekomst.,Coevorden,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
1,Windmolens verstoren het landschap.,Assen,Sociale huurwoning,Rondom modaal,Basisschool,Man
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Hoogeveen,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
2,"Duurzaam is goed, maar niet in onze wijk.",Hoogeveen,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Emmen,Huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Emmen,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Huurwoning,Rondom modaal,Beroepsonderwijs,Man
4,Ik zie de voor- en nadelen.,Emmen,Sociale huurwoning,Boven modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Onder modaal,Middelbare school,Vrouw
7,Ik ben groot voorstander van zon en wind.,Westerveld,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
4,Ik zie de voor- en nadelen.,Westerveld,Huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
4,"Zolang het goed geregeld is, vind ik het prima.",Westerveld,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
1,Waarom moeten wij dit dragen?,Borger-Odoorn,Huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,De Wolden,Huurwoning,Onder modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Westerveld,Huurwoning,Rondom modaal,Middelbare school,Geen antwoord
2,Niet ten koste van landbouwgrond.,Hoogeveen,Sociale huurwoning,Boven modaal,Basisschool,Geen antwoord
7,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Onder modaal,Beroepsonderwijs,Man
5,Het is goed voor de toekomst.,De Wolden,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,Duurzame energie is belangrijk.,Coevorden,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,Emmen,Koopwoning,Rondom modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,De Wolden,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
4,"Zolang het goed geregeld is, vind ik het prima.",Emmen,Huurwoning,Rondom modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Basisschool,Man
5,Duurzame energie is belangrijk.,Assen,Sociale huurwoning,Rondom modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Assen,Koopwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Westerveld,Particuliere huurwoning,Boven modaal,Basisschool,Man
7,We moeten snel verduurzamen.,Emmen,Huurwoning,Boven modaal,Basisschool,Man
4,Ik ben neutraal over dit onderwerp.,Aa en Hunze,Koopwoning,Rondom modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,De Wolden,Koopwoning,Boven modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,Westerveld,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
2,"Duurzaam is goed, maar niet in onze wijk.",Aa en Hunze,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
7,Elke bijdrage helpt het klimaat.,Coevorden,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Onder modaal,Basisschool,Vrouw
7,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Particuliere huurwoning,Onder modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Westerveld,Koopwoning,Onder modaal,Basisschool,Vrouw
5,Het is goed voor de toekomst.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
7,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Onder modaal,Middelbare school,Man
2,Niet ten koste van landbouwgrond.,De Wolden,Sociale huurwoning,Rondom modaal,Middelbare school,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
2,"Duurzaam is goed, maar niet in onze wijk.",Emmen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Huurwoning,Rondom modaal,Middelbare school,Vrouw
7,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Onder modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Basisschool,Vrouw
5,Duurzame energie is belangrijk.,Hoogeveen,Huurwoning,Boven modaal,Middelbare school,Vrouw
7,Elke bijdrage helpt het klimaat.,Assen,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
7,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,Duurzame energie is belangrijk.,Westerveld,Koopwoning,Boven modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Rondom modaal,Middelbare school,Man
7,We moeten snel verduurzamen.,Assen,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
7,We moeten snel verduurzamen.,Coevorden,Koopwoning,Onder modaal,Basisschool,Vrouw
7,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Emmen,Sociale huurwoning,Boven modaal,Middelbare school,Vrouw
7,We moeten snel verduurzamen.,Hoogeveen,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Het is goed voor de toekomst.,De Wolden,Huurwoning,Onder modaal,Basisschool,Anders
5,Het is goed voor de toekomst.,Emmen,Sociale huurwoning,Boven modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Rondom modaal,Middelbare school,Vrouw
4,Ik ben neutraal over dit onderwerp.,Emmen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
2,"Zonnepanelen ja, maar op daken.",Hoogeveen,Particuliere huurwoning,Rondom modaal,Basisschool,Anders
7,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Onder modaal,Beroepsonderwijs,Man
7,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
7,Ik ben groot voorstander van zon en wind.,Hoogeveen,Koopwoning,Onder modaal,Middelbare school,Vrouw
7,Elke bijdrage helpt het klimaat.,Tynaarlo,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Tynaarlo,Koopwoning,Boven modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Onder modaal,Basisschool,Geen antwoord
7,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Man
1,Waarom moeten wij dit dragen?,Aa en Hunze,Huurwoning,Rondom modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Assen,Koopwoning,Boven modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,De Wolden,Huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
7,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
7,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
7,We moeten snel verduurzamen.,De Wolden,Huurwoning,Boven modaal,Basisschool,Man
7,Ik ben groot voorstander van zon en wind.,Assen,Particuliere huurwoning,Rondom modaal,Basisschool,Man
4,Ik zie de voor- en nadelen.,Westerveld,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
7,We moeten snel verduurzamen.,Emmen,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
1,Waarom moeten wij dit dragen?,De Wolden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Man
4,"Zolang het goed geregeld is, vind ik het prima.",Hoogeveen,Sociale huurwoning,Onder modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,Tynaarlo,Huurwoning,Rondom modaal,Basisschool,Geen antwoord
7,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
7,We moeten snel verduurzamen.,De Wolden,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
7,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,Het is goed voor de toekomst.,Hoogeveen,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Man
7,We moeten snel verduurzamen.,Emmen,Sociale huurwoning,Boven modaal,Middelbare school,Anders
7,We moeten snel verduurzamen.,Westerveld,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
2,"Duurzaam is goed, maar niet in onze wijk.",Assen,Particuliere huurwoning,Onder modaal,Basisschool,Geen antwoord
5,Ik steun zonne- en windenergie als het netjes gebeurt.,Tynaarlo,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
