score,story,gemeente,woningtype,inkomen,opleiding,gender
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Particuliere huurwoning,Onder modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Coevorden,Particuliere huurwoning,Onder modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Onder modaal,Middelbare school,Man
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Koopwoning,Boven modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Boven modaal,Basisschool,Geen antwoord
2,"Duurzaam is goed, maar niet in onze wijk.",Aa en Hunze,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Rondom modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Boven modaal,Middelbare school,Geen antwoord
3,Ik zie de voor- en nadelen.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
3,"Zolang het goed geregeld is, vind ik het prima.",Westerveld,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Onder modaal,Basisschool,Geen antwoord
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Tynaarlo,Sociale huurwoning,Boven modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Tynaarlo,Huurwoning,Rondom modaal,Basisschool,Anders
1,Ik ben tegen zonneparken in onze buurt.,Assen,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
1,Windmolens verstoren het landschap.,De Wolden,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Westerveld,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
3,"Zolang het goed geregeld is, vind ik het prima.",Westerveld,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
2,Niet ten koste van landbouwgrond.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Middelbare school,Vrouw
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Koopwoning,Boven modaal,Middelbare school,Anders
4,Duurzame energie is belangrijk.,Assen,Sociale huurwoning,Rondom modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Westerveld,Particuliere huurwoning,Onder modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Westerveld,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Boven modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Westerveld,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Coevorden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
2,Niet ten koste van landbouwgrond.,Tynaarlo,Koopwoning,Rondom modaal,Basisschool,Geen antwoord
5,We moeten snel verduurzamen.,De Wolden,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Assen,Sociale huurwoning,Onder modaal,Basisschool,Man
4,Duurzame energie is belangrijk.,Aa en Hunze,Huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Hoogeveen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Coevorden,Koopwoning,Boven modaal,Basisschool,Vrouw
3,"Zolang het goed geregeld is, vind ik het prima.",Borger-Odoorn,Sociale huurwoning,Rondom modaal,Middelbare school,Vrouw
2,"Zonnepanelen ja, maar op daken.",Tynaarlo,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Boven modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Onder modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Onder modaal,Middelbare school,Geen antwoord
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Borger-Odoorn,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Rondom modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Borger-Odoorn,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
1,Windmolens verstoren het landschap.,De Wolden,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Koopwoning,Rondom modaal,Middelbare school,Vrouw
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Westerveld,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
3,Ik ben neutraal over dit onderwerp.,Aa en Hunze,Koopwoning,Rondom modaal,Beroepsonderwijs,Man
2,Niet ten koste van landbouwgrond.,Tynaarlo,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Westerveld,Huurwoning,Boven modaal,Middelbare school,Anders
5,Ik ben groot voorstander van zon en wind.,Westerveld,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Man
2,Niet ten koste van landbouwgrond.,Assen,Huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Boven modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Westerveld,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Emmen,Huurwoning,Rondom modaal,Basisschool,Geen antwoord
2,Niet ten koste van landbouwgrond.,De Wolden,Sociale huurwoning,Boven modaal,Middelbare school,Vrouw
4,Duurzame energie is belangrijk.,Borger-Odoorn,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Hoogeveen,Particuliere huurwoning,Onder modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Middelbare school,Man
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Westerveld,Huurwoning,Onder modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Assen,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Onder modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Hoogeveen,Huurwoning,Rondom modaal,Middelbare school,Anders
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,We moeten snel verduurzamen.,Coevorden,Huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Coevorden,Huurwoning,Onder modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Emmen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
5,We moeten snel verduurzamen.,Emmen,Koopwoning,Boven modaal,Middelbare school,Anders
3,"Zolang het goed geregeld is, vind ik het prima.",De Wolden,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Onder modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Assen,Koopwoning,Onder modaal,Basisschool,Vrouw
2,"Duurzaam is goed, maar niet in onze wijk.",Westerveld,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
4,Het is goed voor de toekomst.,Assen,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
1,Windmolens verstoren het landschap.,Coevorden,Koopwoning,Onder modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,De Wolden,Huurwoning,Boven modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Boven modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
2,"Zonnepanelen ja, maar op daken.",Westerveld,Koopwoning,Onder modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Emmen,Koopwoning,Rondom modaal,Middelbare school,Anders
5,We moeten snel verduurzamen.,Coevorden,Particuliere huurwoning,Rondom modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,Coevorden,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Assen,Koopwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Rondom modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,De Wolden,Koopwoning,Rondom modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Onder modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Onder modaal,Middelbare school,Anders
5,Ik ben groot voorstander van zon en wind.,Coevorden,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Emmen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Man
3,Ik zie de voor- en nadelen.,Westerveld,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Sociale huurwoning,Onder modaal,Middelbare school,Geen antwoord
2,Niet ten koste van landbouwgrond.,Coevorden,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Boven modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Emmen,Koopwoning,Rondom modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Westerveld,Koopwoning,Boven modaal,Beroepsonderwijs,Anders
1,Waarom moeten wij dit dragen?,Westerveld,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,De Wolden,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Coevorden,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Westerveld,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
3,"Zolang het goed geregeld is, vind ik het prima.",De Wolden,Koopwoning,Rondom modaal,Beroepsonderwijs,Vrouw
5,Elke bijdrage helpt het klimaat.,Westerveld,Koopwoning,Rondom modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Hoogeveen,Koopwoning,Boven modaal,Basisschool,Vrouw
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Onder modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Onder modaal,Middelbare school,Anders
1,Windmolens verstoren het landschap.,Aa en Hunze,Koopwoning,Boven modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,Coevorden,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Coevorden,Huurwoning,Boven modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Assen,Huurwoning,Rondom modaal,Middelbare school,Anders
1,Ik ben tegen zonneparken in onze buurt.,De Wolden,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
2,Niet ten koste van landbouwgrond.,Tynaarlo,Particuliere huurwoning,Boven modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,Coevorden,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
5,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Hoogeveen,Sociale huurwoning,Onder modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Emmen,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Particuliere huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,We moeten snel verduurzamen.,Westerveld,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,We moeten snel verduurzamen.,Tynaarlo,Sociale huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Assen,Koopwoning,Onder modaal,Middelbare school,Anders
4,Het is goed voor de toekomst.,Coevorden,Particuliere huurwoning,Onder modaal,Basisschool,Anders
2,"Duurzaam is goed, maar niet in onze wijk.",Westerveld,Koopwoning,Onder modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Coevorden,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Westerveld,Koopwoning,Boven modaal,Middelbare school,Anders
4,Duurzame energie is belangrijk.,Borger-Odoorn,Koopwoning,Onder modaal,Middelbare school,Vrouw
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Boven modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
4,Het is goed voor de toekomst.,De Wolden,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Koopwoning,Onder modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,Assen,Particuliere huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
2,Niet ten koste van landbouwgrond.,Coevorden,Particuliere huurwoning,Boven modaal,Basisschool,Vrouw
5,We moeten snel verduurzamen.,Tynaarlo,Particuliere huurwoning,Rondom modaal,Basisschool,Man
5,We moeten snel verduurzamen.,Hoogeveen,Sociale huurwoning,Boven modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Rondom modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Westerveld,Sociale huurwoning,Rondom modaal,Basisschool,Vrouw
4,Duurzame energie is belangrijk.,De Wolden,Koopwoning,Rondom modaal,Beroepsonderwijs,Man
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Koopwoning,Onder modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Onder modaal,Basisschool,Man
2,"Zonnepanelen ja, maar op daken.",Borger-Odoorn,Particuliere huurwoning,Boven modaal,Middelbare school,Anders
5,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
1,Windmolens verstoren het landschap.,Westerveld,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
3,Ik zie de voor- en nadelen.,Hoogeveen,Sociale huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Assen,Sociale huurwoning,Onder modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,We moeten snel verduurzamen.,Coevorden,Koopwoning,Onder modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Assen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,Westerveld,Particuliere huurwoning,Boven modaal,Middelbare school,Vrouw
5,Elke bijdrage helpt het klimaat.,Coevorden,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Emmen,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Particuliere huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Westerveld,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Man
5,We moeten snel verduurzamen.,Hoogeveen,Sociale huurwoning,Onder modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Huurwoning,Boven modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Aa en Hunze,Koopwoning,Boven modaal,Beroepsonderwijs,Man
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Emmen,Sociale huurwoning,Boven modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Onder modaal,Wetenschappelijk onderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Huurwoning,Rondom modaal,Beroepsonderwijs,Vrouw
1,Windmolens verstoren het landschap.,Hoogeveen,Koopwoning,Rondom modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Borger-Odoorn,Koopwoning,Rondom modaal,Middelbare school,Man
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Sociale huurwoning,Boven modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Tynaarlo,Huurwoning,Onder modaal,Beroepsonderwijs,Man
5,We moeten snel verduurzamen.,Borger-Odoorn,Huurwoning,Onder modaal,Beroepsonderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Huurwoning,Onder modaal,Middelbare school,Vrouw
2,Niet ten koste van landbouwgrond.,Westerveld,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Boven modaal,Middelbare school,Vrouw
3,"Zolang het goed geregeld is, vind ik het prima.",Assen,Particuliere huurwoning,Boven modaal,Middelbare school,Anders
5,We moeten snel verduurzamen.,Tynaarlo,Huurwoning,Rondom modaal,Middelbare school,Vrouw
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Particuliere huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
5,We moeten snel verduurzamen.,Borger-Odoorn,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
4,Het is goed voor de toekomst.,De Wolden,Koopwoning,Rondom modaal,Middelbare school,Vrouw
1,Windmolens verstoren het landschap.,Assen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Rondom modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Westerveld,Particuliere huurwoning,Onder modaal,Basisschool,Anders
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Boven modaal,Basisschool,Man
5,Ik ben groot voorstander van zon en wind.,Tynaarlo,Particuliere huurwoning,Onder modaal,Middelbare school,Anders
5,We moeten snel verduurzamen.,Coevorden,Huurwoning,Boven modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Coevorden,Koopwoning,Boven modaal,Middelbare school,Vrouw
5,Ik ben groot voorstander van zon en wind.,Coevorden,Particuliere huurwoning,Boven modaal,Basisschool,Man
5,Elke bijdrage helpt het klimaat.,Borger-Odoorn,Particuliere huurwoning,Onder modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Vrouw
5,Ik ben groot voorstander van zon en wind.,Westerveld,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Aa en Hunze,Sociale huurwoning,Onder modaal,Middelbare school,Vrouw
5,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Sociale huurwoning,Boven modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,Assen,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Assen,Sociale huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,De Wolden,Sociale huurwoning,Boven modaal,Middelbare school,Geen antwoord
2,Niet ten koste van landbouwgrond.,Assen,Huurwoning,Boven modaal,Basisschool,Anders
5,We moeten snel verduurzamen.,Aa en Hunze,Huurwoning,Rondom modaal,Basisschool,Man
4,Ik steun zonne- en windenergie als het netjes gebeurt.,Emmen,Particuliere huurwoning,Rondom modaal,Middelbare school,Vrouw
5,Ik ben groot voorstander van zon en wind.,Westerveld,Huurwoning,Onder modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Emmen,Particuliere huurwoning,Onder modaal,Beroepsonderwijs,Man
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Sociale huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Assen,Huurwoning,Boven modaal,Middelbare school,Man
4,Het is goed voor de toekomst.,Coevorden,Koopwoning,Boven modaal,Wetenschappelijk onderwijs,Vrouw
2,Niet ten koste van landbouwgrond.,Westerveld,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Anders
5,We moeten snel verduurzamen.,De Wolden,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
5,Elke bijdrage helpt het klimaat.,De Wolden,Sociale huurwoning,Boven modaal,Middelbare school,Anders
3,"Zolang het goed geregeld is, vind ik het prima.",Borger-Odoorn,Sociale huurwoning,Onder modaal,Beroepsonderwijs,Anders
5,We moeten snel verduurzamen.,Westerveld,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Vrouw
1,Waarom moeten wij dit dragen?,De Wolden,Sociale huurwoning,Rondom modaal,Basisschool,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Emmen,Sociale huurwoning,Boven modaal,Beroepsonderwijs,Anders
3,Ik ben neutraal over dit onderwerp.,Borger-Odoorn,Koopwoning,Rondom modaal,Wetenschappelijk onderwijs,Man
5,We moeten snel verduurzamen.,Westerveld,Particuliere huurwoning,Boven modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Particuliere huurwoning,Rondom modaal,Beroepsonderwijs,Geen antwoord
1,Windmolens verstoren het landschap.,Emmen,Huurwoning,Rondom modaal,Middelbare school,Man
3,Ik zie de voor- en nadelen.,Westerveld,Huurwoning,Onder modaal,Middelbare school,Anders
5,Elke bijdrage helpt het klimaat.,Tynaarlo,Huurwoning,Boven modaal,Basisschool,Anders
2,"Zonnepanelen ja, maar op daken.",Emmen,Particuliere huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
5,Ik ben groot voorstander van zon en wind.,Hoogeveen,Koopwoning,Boven modaal,Basisschool,Vrouw
5,Elke bijdrage helpt het klimaat.,Aa en Hunze,Particuliere huurwoning,Boven modaal,Basisschool,Anders
3,"Zolang het goed geregeld is, vind ik het prima.",Westerveld,Huurwoning,Rondom modaal,Basisschool,Anders
5,Ik ben groot voorstander van zon en wind.,Emmen,Sociale huurwoning,Boven modaal,Middelbare school,Man
5,We moeten snel verduurzamen.,De Wolden,Koopwoning,Rondom modaal,Basisschool,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Emmen,Particuliere huurwoning,Onder modaal,Middelbare school,Geen antwoord
5,Elke bijdrage helpt het klimaat.,Emmen,Huurwoning,Rondom modaal,Wetenschappelijk onderwijs,Anders
5,Elke bijdrage helpt het klimaat.,Assen,Koopwoning,Onder modaal,Wetenschappelijk onderwijs,Anders
5,Ik ben groot voorstander van zon en wind.,Coevorden,Koopwoning,Onder modaal,Beroepsonderwijs,Man
1,Ik ben tegen zonneparken in onze buurt.,Borger-Odoorn,Huurwoning,Boven modaal,Wetenschappelijk onderwijs,Geen antwoord
